period,msn,Item,seriesDescription,value,unit
2010,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4932.757,Trillion Btu
2011,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4854.597,Trillion Btu
2012,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4689.844,Trillion Btu
2013,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4759.099,Trillion Btu
2014,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4801.395,Trillion Btu
2015,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4790.777,Trillion Btu
2016,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4814.53,Trillion Btu
2017,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4703.946,Trillion Btu
2018,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,5012.546,Trillion Btu
2019,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4914.266,Trillion Btu
2020,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4997.232,Trillion Btu
2021,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,5017.301,Trillion Btu
2022,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,5149.504,Trillion Btu
2023,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,4947.486,Trillion Btu
2024,ESRCBUS,ElectricityUse1_Residential,Electricity Sales to Ultimate Customers in the Residential Sector in Trillion Btu,5082.539,Trillion Btu
1949,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,200.104,Trillion Btu
1950,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,225.094,Trillion Btu
1951,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,252.36,Trillion Btu
1952,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,273.287,Trillion Btu
1953,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,296.928,Trillion Btu
1954,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,319.346,Trillion Btu
1955,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,349.891,Trillion Btu
1956,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,380.177,Trillion Btu
1957,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,410.679,Trillion Btu
1958,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,435.256,Trillion Btu
1959,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,487.86,Trillion Btu
1960,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,542.999,Trillion Btu
1961,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,572.042,Trillion Btu
1962,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,620.863,Trillion Btu
1963,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,687.563,Trillion Btu
1964,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,737.79,Trillion Btu
1965,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,788.603,Trillion Btu
1966,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,859.233,Trillion Btu
1967,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,925.178,Trillion Btu
1968,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1013.959,Trillion Btu
1969,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1107.733,Trillion Btu
1970,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1201.163,Trillion Btu
1971,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1288.009,Trillion Btu
1972,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1407.566,Trillion Btu
1973,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1516.653,Trillion Btu
1974,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1501.334,Trillion Btu
1975,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1597.826,Trillion Btu
1976,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1677.943,Trillion Btu
1977,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1753.866,Trillion Btu
1978,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1813.27,Trillion Btu
1979,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1854.121,Trillion Btu
1980,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,1906.089,Trillion Btu
1981,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2033.239,Trillion Btu
1982,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2077.048,Trillion Btu
1983,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2116.437,Trillion Btu
1984,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2264.475,Trillion Btu
1985,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2351.282,Trillion Btu
1986,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2438.629,Trillion Btu
1987,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2538.756,Trillion Btu
1988,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2675.108,Trillion Btu
1989,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2766.64,Trillion Btu
1990,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2860.154,Trillion Btu
1991,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2918.092,Trillion Btu
1992,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,2900.224,Trillion Btu
1993,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,3018.755,Trillion Btu
1994,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,3115.517,Trillion Btu
1995,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,3252.036,Trillion Btu
1996,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,3343.969,Trillion Btu
1997,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,3502.848,Trillion Btu
1998,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,3677.989,Trillion Btu
1999,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,3766.238,Trillion Btu
2000,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,3955.691,Trillion Btu
2001,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4062.047,Trillion Btu
2002,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4109.861,Trillion Btu
2003,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4090.059,Trillion Btu
2004,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4198.209,Trillion Btu
2005,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4350.57,Trillion Btu
2006,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4434.725,Trillion Btu
2007,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4559.507,Trillion Btu
2008,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4558.887,Trillion Btu
2009,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4458.981,Trillion Btu
2010,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4538.64,Trillion Btu
2011,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4531.332,Trillion Btu
2012,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4528.069,Trillion Btu
2013,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4562.113,Trillion Btu
2014,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4613.564,Trillion Btu
2015,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4642.884,Trillion Btu
2016,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4664.857,Trillion Btu
2017,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4616.053,Trillion Btu
2018,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4714.548,Trillion Btu
2019,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4643.311,Trillion Btu
2020,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4392.744,Trillion Btu
2021,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4532.636,Trillion Btu
2022,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4745.658,Trillion Btu
2023,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4804.467,Trillion Btu
2024,ESCCBUS,ElectricityUse2_Commercial,Electricity Sales to Ultimate Customers in the Commercial Sector in Trillion Btu,4892.831,Trillion Btu
1949,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,418.28,Trillion Btu
1950,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,499.785,Trillion Btu
1951,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,566.965,Trillion Btu
1952,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,600.947,Trillion Btu
1953,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,677.685,Trillion Btu
1954,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,711.282,Trillion Btu
1955,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,887.033,Trillion Btu
1956,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,975.653,Trillion Btu
1957,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1003.093,Trillion Btu
1958,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,977.708,Trillion Btu
1959,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1075.239,Trillion Btu
1960,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1106.859,Trillion Btu
1961,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1149.25,Trillion Btu
1962,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1227.821,Trillion Btu
1963,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1287.79,Trillion Btu
1964,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1382.027,Trillion Btu
1965,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1462.817,Trillion Btu
1966,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1581.815,Trillion Btu
1967,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1654.872,Trillion Btu
1968,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1778.105,Trillion Btu
1969,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1908.623,Trillion Btu
1970,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,1947.755,Trillion Btu
1971,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,2011.197,Trillion Btu
1972,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,2187.017,Trillion Btu
1973,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,2340.923,Trillion Btu
1974,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,2336.794,Trillion Btu
1975,ESICBUS,ElectricityUse3_Industrial,Electricity Sales to Ultimate Customers in the Industrial Sector in Trillion Btu,2346.363,Trillion Btu
